task_description,task_category,task_required_skill,employer_id,employer_skill,match
"This t@sk involves developing @ cybersecurity @pp. Skills needed:  EncryptioN ,  penetr@tion testing, SIEM.",Cybersecurity," EncryptioN ,  penetr@tion testing, SIEM",1e8ea5ed-9c66-10bd-7569-b8eea0408a3d,"Flutter ,  PENETRATION TESTING,  kotlin, Swift",0
" This task involves testing a web development app. Skills needed: HTML,  j@v@Script , REACT. ",W3B D3V3LOPM3NT,"HTML,  j@v@Script , REACT",57f9cac4-2c84-3bf3-d5e8-684801dc59d3,"python, aws ,  SIEM ",0
"THIS TASK INVOLV3S D3V3LOPING A W3B D3V3LOPM3NT APP. SKILLS N33D3D: HTML,  R3@CT , NOD3.JS,  CSS .",WEB DEVELOPMENT,"html,  re@ct , nod3.Js,  Css ",aa14e6c1-b79d-72f1-4a4e-64cdab2bcc59,"C#, EncryptioN, Flutter ,  Swift ",0
"THIS TASK INVOLVES TESTING A MOBILE DEVELOPMENT APP. SKILLS NEEDED:  KOTLIN, FLUTT3R .", Mobile Development ," KOTLIN, FLUTT3R ",ef0e0708-6cb6-226e-188e-c9ac6c8a65ca," networking ,  html , FLUTTER , kubernetes",0
"This task involv3s d3signing a mobil3 d3v3lopm3nt app. Skills n33d3d: Swift,  Flutt3r  , J@v@,  kotlin.",Mobil3 D3v3lopm3nt,"Swift,  Flutter  , J@v@,  kotlin",37f3b620-d326-0629-605e-730b3e3b7a9c,"SQL,  html , SCIKIT-LEARN",0
"This task involves designing a cybersecurity app. Skills needed:  penetration testing, firewalls, SIEM.", CYBERSECURITY ," penetration testing, firewalls, SIEM",18301a96-d4d2-fa07-7463-0bd3db85517b,"networking,  r3@ct ,  ENCRYPTION , Java, @ws ",0
"THIS TASK INVOLV3S IMPROVING A D3VOPS APP. SKILLS N33D3D:  T3RR@FORM, KUB3RN3T3S, CI/CD, AWS .",D3VOPS," terr@form, kubernetes, CI/CD, aws ",0ae02e57-5059-e8ef-40d9-07b2376abce9,"SCIKIT-LEARN,  p3n3tration t3sting,  T3RRAFORM",0
"This t@sk involves developing @ g@me development @pp. Skills needed: C#, blender, Unity, C++.",GAME DEVELOPMENT,"C#, blender, Unity, C++",60dd73a0-b650-d50e-e8c8-0e3ac1c8e5d8,"python,  SIEM , NumPy,  TERRAFORM",0
"This task involves designing a mobile development app. Skills needed:  KOTLIN, Swift, REACT NATIVE,  Java .",MOBILE DEVELOPMENT," KOTLIN, Swift, REACT NATIVE,  Java ",54cf0811-cacd-df36-5b78-b269dcef8eca,"KUB3RN3T3S, SQL, PANDAS, CI/CD",0
"This task involves designing a web development app. Skills needed: CSS,  javaScript .",W3b D3v3lopm3nt,"CSS,  javaScript ",3d555ab5-8634-c6f9-ffcc-d3e9de8e1b63," kotlin, pandas, kub3rn3t3s, Unreal Engine,  @WS  ",0
"THIS TASK INVOLVES DESIGNING A DATA SCIENCE APP. SKILLS NEEDED: PYTHON, SQL.", Data Science ,"python, sql",3d2dd9e0-8cec-0a87-6861-1c76467a28eb,"NumPy,  EncryptioN , PYTHON",0
"This t@sk involves designing @ web development @pp. Skills needed:  NODE.JS , JAVASCRIPT.",W3b D3v3lopm3nt," NODE.JS , JAVASCRIPT",90ec2f4a-1a60-3170-4587-89f491db6023,"SIEM, docker, re@ct n@tive, python, javaScript",0
"This t@sk involves testing @ devops @pp. Skills needed: @ws ,  terr@form.",D3vOps,"aws ,  terraform",2c18456d-39d9-9d4a-057d-906fca9dedbd,"JAVASCRIPT, REACT NATIVE, FLUTT3R ",0
"This task involves developing a web development app. Skills needed: NODE.JS, react.",W3b D3v3lopm3nt,"NODE.JS, react",793161bd-bd37-d82b-b250-a925db35d028,"Java,  AWS  , Unr3al Engin3, sql, r3act",0
"THIS T@SK INVOLV3S D3SIGNING @ D3VOPS @PP. SKILLS N33D3D: CI/CD,  T3RR@FORM, DOCK3R.",DEVOPS,"CI/CD,  terraform, DOCK3R",3ffeb24d-1608-39b2-7080-72e264ec8963,"docker, re@ct n@tive,  Flutter  , networking",0
"This task involv3s improving a d3vops app. Skills n33d3d:  t3rr@form, CI/CD.",D3VOPS," terr@form, CI/CD",1d9de161-8fd5-6802-9668-8501926ec661," p@nd@s , blender, docker,  networking , EncryptioN",0
"This task involves improving a cybersecurity app. Skills needed:  penetration testing, SIEM, n3tworking, firewalls.",Cybersecurity," penetration testing, SIEM, n3tworking, firewalls",03aa85e4-eb1e-e9ab-7f07-55dc568bbb7c," p@nd@s , j@v@Script, networking, CI/CD, Unr3al Engin3",0
"THIS TASK INVOLV3S D3V3LOPING A MOBIL3 D3V3LOPM3NT APP. SKILLS N33D3D:  KOTLIN, JAVA, SWIFT, FLUTT3R .",Mobil3 D3v3lopm3nt," KOTLIN, JAVA, Swift, FLUTT3R ",17eba234-4ce5-ce4b-c9f8-c078a9c6b052," t3rraform,  NumPy , PANDAS,  sql ",0
"This t@sk involv3s improving @ cyb3rs3curity @pp. Skills n33d3d:  p3n3tr@tion t3sting, SIEM.",Cybersecurity," penetration testing, SIEM",67f35fad-1a02-1a80-7aca-138bbc8020c8,"AWS ,  terraform,  Swift ",0
" This t@sk involv3s t3sting @ d3vops @pp. Skills n33d3d:  dock3r , CI/CD, @WS , KUBERNETES. ",DevOps," docker , CI/CD, @WS , KUBERNETES",7bdd5ed7-fd15-9195-7ebe-57145e02ac39,"J@v@, FIR3WALLS, sql, c++",0
"This task involves designing a mobile development app. Skills needed:   kotlin , JAVA, r3@ct n@tiv3.",Mobile Development,"  kotlin , JAVA, r3@ct n@tiv3",b794af3b-b629-70b3-d769-f633a08e7827,"C#, react,  JAVASCRIPT , python,  SIEM ",0
"THIS T@SK INVOLVES IMPROVING @ CYBERSECURITY @PP. SKILLS NEEDED:  P3N3TRATION T3STING, NETWORKING, SIEM.",Cybersecurity," P3N3TRATION T3STING, networking, SIEM",79c6a955-8643-e431-40dd-b06ac907ef97,"python, Java, FIREWALLS,  P3N3TR@TION T3STING, html",0
"This t@sk involves testing @ d@t@ science @pp. Skills needed: sql, PANDAS.",DATA SCIENCE,"sql, PANDAS",165b0d5c-070b-ea00-36f7-044df8d98368,"j@v@Script, Css,  aws  , UNREAL ENGINE,  sql ",0
"This task involv3s improving a d3vops app. Skills n33d3d: AWS , CI/CD,  TERRAFORM.",DevOps,"AWS , CI/CD,  TERRAFORM",5134ecf1-4837-a343-21eb-f19f0609941e," R3ACT , python, node.Js, docker,  CI/CD ",0
" This task involves testing a mobile development app. Skills needed:  kotlin,  R3@CT N@TIV3 , Flutt3r , Swift. ",MOBILE DEVELOPMENT," kotlin,  R3@CT N@TIV3 , Flutt3r , Swift",f9958352-8b0e-70cc-2199-b379d2302eff,"UNITY,  UNREAL ENGINE ,  KOTLIN",0
"This task involves improving a devops app. Skills needed: aws , kub3rn3t3s,  terraform.",DEVOPS,"aws , kub3rn3t3s,  terraform",51d5bb8c-7f5b-59ff-8233-2921e940d535,"docker,  kubernetes ,  Css ,  Unre@l Engine , SIEM",0
"This task involves improving a cybersecurity app. Skills needed: EncryptioN, n3tworking,  P3N3TRATION T3STING.",Cybersecurity,"EncryptioN, n3tworking,  P3N3TRATION T3STING",083e4933-efd5-fc87-7081-04d8648b50cd,"Css, KUBERNETES, re@ct n@tive",0
" This task involves improving a data science app. Skills needed: scikit-le@rn, NumPy, sql,  p@nd@s . ", DATA SCIENCE ,"scikit-le@rn, NumPy, sql,  p@nd@s ",7c01806d-a10c-a2bb-6f0a-3e38c3621510,"NUMPY,  blender , NETWORKING",0
"This task involv3s improving a cyb3rs3curity app. Skills n33d3d:  p3n3tration t3sting, FIREWALLS, NETWORKING, SIEM.",CYB3RS3CURITY," penetration testing, FIREWALLS, NETWORKING, SIEM",d1b10c69-b576-fe04-d7e2-86fb5f1a01c9,"NODE.JS, kubernetes, DOCKER",0
"This t@sk involves testing @ cybersecurity @pp. Skills needed: N3TWORKING,  penetr@tion testing, EncryptioN.",CYB3RS3CURITY,"N3TWORKING,  penetr@tion testing, EncryptioN",bb382360-d37e-9e0a-dea0-4b3a76401770,"NUMPY, PYTHON, node.Js, PANDAS",0
"THIS TASK INVOLVES IMPROVING A CYBERSECURITY APP. SKILLS NEEDED: N3TWORKING, FIR3WALLS, SIEM.",Cyb3rs3curity,"n3tworking, FIR3WALLS, SIEM",f419ff4a-e127-e61f-238d-18bbdd42356b,"NUMPY, sql,  c++ , Css",0
"THIS TASK INVOLVES TESTING A DATA SCIENCE APP. SKILLS NEEDED:  P@ND@S ,  NUMPY , PYTHON, SCIKIT-LEARN.",Data Sci3nc3," p@nd@s ,  NUMPY , python, scikit-learn",4d9150a1-51a4-727e-b179-078d2fff94a6,"HTML, C++, FLUTT3R ,  python , Unity",0
" This t@sk involves developing @ cybersecurity @pp. Skills needed:  EncryptioN , fir3w@lls, networking, SIEM. ", CYBERSECURITY ," EncryptioN , fir3w@lls, networking, SIEM",a4f443f1-ffbd-c745-b409-73dcee7aa82b,"DOCK3R, UNRE@L ENGINE, javaScript, REACT, python",0
"THIS TASK INVOLVES IMPROVING A MOBILE DEVELOPMENT APP. SKILLS NEEDED: JAVA, REACT NATIVE.", Mobil3 D3v3lopm3nt ,"JAVA, REACT NATIVE",276609cc-8b60-74d2-4c5e-1b95c3418aee,"j@v@Script,  SCIKIT-LEARN , SWIFT",0
"THIS TASK INVOLV3S D3V3LOPING A D3VOPS APP. SKILLS N33D3D:  T3RRAFORM,  KUB3RN3T3S , CI/CD, DOCK3R.",D3vOps," t3rraform,  kubernetes , CI/CD, DOCK3R",a7947d2b-a28f-eca4-4d17-e95c565ce5c8,"python, react native, html, aws ",0
"This task involves developing a devops app. Skills needed: kubernetes, @ws .",DEVOPS,"kubernetes, @ws ",ae74277d-eed1-c993-a589-5e83c294e7a7," penetr@tion testing, FLUTTER , RE@CT N@TIVE, JAVASCRIPT, pandas",0
"This task involv3s improving a d3vops app. Skills n33d3d:  t3rraform,  CI/CD , aws .",D3VOPS," terraform,  CI/CD , aws ",3a713d87-5460-ad83-1082-de8dc6ddd794,"NumPy, J@v@,  t3rr@form",0
"This task involves testing a devops app. Skills needed: docker, aws ,  TERRAFORM.",DEVOPS,"docker, aws ,  TERRAFORM",0665dd52-e08f-895c-d299-cb942e9d3517,"pandas,   penetration testing , Swift",0
"This t@sk involv3s t3sting @ d3vops @pp. Skills n33d3d: @ws ,  t3rr@form.",DevOps,"aws ,  terraform",7b7f6a3e-b509-18ef-8802-2e967bf8de3b,"fir3walls, REACT NATIVE,  Flutter  ",0
"This task involv3s d3v3loping a mobil3 d3v3lopm3nt app. Skills n33d3d:  KOTLIN, Java.", Mobil3 D3v3lopm3nt ," KOTLIN, Java",9a83085f-8dcc-ff69-ce69-454e059df8a7,"Swift, scikit-l3arn, aws , BLENDER",0
"This task involv3s improving a mobil3 d3v3lopm3nt app. Skills n33d3d: r3act nativ3,  FLUTTER  , Java, Swift.",MOBILE DEVELOPMENT,"r3act nativ3,  FLUTTER  , Java, Swift",1cf5cefd-f566-5420-96bc-1025e5002333," kotlin,  node.Js ,  PENETRATION TESTING, aws , Unreal Engine",0
"THIS TASK INVOLVES DEVELOPING A GAME DEVELOPMENT APP. SKILLS NEEDED: C++, UNREAL ENGINE.",GAME DEVELOPMENT,"C++, UNREAL ENGINE",073573ed-d721-2b12-f048-8a3e8fbb198c," Unity , html, SIEM, node.Js,  pandas ",0
"This t@sk involves improving @ d@t@ science @pp. Skills needed:  p@nd@s ,  PYTHON , sql.",DATA SCIENCE," pandas ,  PYTHON , sql",b8476daf-3485-9b1a-7c52-c7eb324d488e,"  terraform ,  html ,  Css , @ws ",0
"This task involv3s improving a w3b d3v3lopm3nt app. Skills n33d3d: javaScript, html, Css, r3act.",WEB DEVELOPMENT,"javaScript, html, Css, r3act",3ab311ec-3040-00d4-8c83-86ab8bf107a3,"UNR3AL ENGIN3,  NumPy , Unity, node.Js",0
"THIS TASK INVOLVES TESTING A CYBERSECURITY APP. SKILLS NEEDED:  FIR3W@LLS , SIEM.",Cyb3rs3curity," fir3w@lls , SIEM",17068231-42e5-65b3-236b-66693cda2f63,"UNITY,  penetr@tion testing, j@v@Script, react native, html",0
" This t@sk involves developing @ devops @pp. Skills needed:  TERRAFORM, KUB3RN3T3S,  CI/CD , docker. ",DevOps," TERRAFORM, KUB3RN3T3S,  CI/CD , docker",636fb3c4-4e4f-7067-66d7-8a0be94166cf,"ENCRYPTION, C++, C#, j@v@Script",0
" This task involves improving a data science app. Skills needed: scikit-l3arn, sql, PYTHON, PANDAS. ",DATA SCIENCE,"scikit-l3arn, sql, PYTHON, PANDAS",2aa47579-7db3-6b04-3f2e-4dc076bc0738,"Css, aws , J@V@SCRIPT, HTML",0
"This task involves improving a data science app. Skills needed: python, P@ND@S,  NUMPY ,  sql .", DATA SCIENCE ,"python, P@ND@S,  NUMPY ,  sql ",87957801-965b-e4ff-95d9-55e8f5b41fe5,"Css, BLENDER, scikit-l3arn",0
"This task involv3s d3signing a gam3 d3v3lopm3nt app. Skills n33d3d: C#, bl3nd3r, Unity.",Game Development,"C#, bl3nd3r, Unity",10892d55-5c7a-b889-f853-343718ced1f1,"c++, Unr3al Engin3, python",0
"This t@sk involv3s d3signing @ mobil3 d3v3lopm3nt @pp. Skills n33d3d: J@v@, REACT NATIVE, Flutt3r .",Mobile Development,"J@v@, REACT NATIVE, Flutter ",0c58b9cb-8734-92cc-8ed5-e34b3ad15d34,"EncryptioN,  sql ,  penetration testing,  terraform, javaScript",0
"THIS T@SK INVOLVES DEVELOPING @ DEVOPS @PP. SKILLS NEEDED: DOCK3R, CI/CD.",D3VOPS,"dock3r, CI/CD",8dfea14e-3a8d-9bca-c191-5e446f159bad,"UNREAL ENGINE,  node.Js , pandas, sql, EncryptioN",0
"THIS TASK INVOLVES IMPROVING A CYBERSECURITY APP. SKILLS NEEDED:  SIEM , N3TWORKING, ENCRYPTION, FIREWALLS.", Cyb3rs3curity ," SIEM , n3tworking, EncryptioN, firewalls",44122935-fbd5-4711-220a-dbd863bb1ee9,"Css, re@ct n@tive,  scikit-learn ",0
"This task involves improving a devops app. Skills needed: CI/CD, docker.",D3vOps,"CI/CD, docker",eabb2d49-0acf-385f-6579-37bcae01a2a1,"Java,  t3rraform, NETWORKING, CI/CD, C#",0
" This task involv3s improving a data sci3nc3 app. Skills n33d3d: sql, NUMPY, SCIKIT-L3@RN,  P@ND@S . ",D@t@ Science,"sql, NUMPY, SCIKIT-L3@RN,  P@ND@S ",b36c639e-0edd-8ab2-dbe2-37bb190e7182,"scikit-le@rn,  KOTLIN,  firewalls , c++, HTML",0
"This task involves designing a cybersecurity app. Skills needed: EncryptioN,  penetration testing, networking,  firewalls .", Cybersecurity ,"EncryptioN,  penetration testing, networking,  firewalls ",546228af-f923-2b34-ca9c-29f4e4039ed1,"python, UNITY,  Flutt3r  , Swift, aws ",0
" This task involves developing a web development app. Skills needed: Css, react, html. ",W3b D3v3lopm3nt,"Css, react, html",9c81d78a-2d2d-5ece-0887-e8321e9bb84f,"Unreal Engine,  SIEM , react native,   TERR@FORM ",0
"This task involves testing a data science app. Skills needed: sql, NumPy,  PANDAS .",Data Science,"sql, NumPy,  PANDAS ",354ef3ae-49b5-8a93-2f48-c602eadd7edf,"react, sql, html",0
"This task involves improving a web development app. Skills needed: node.Js,  react .",W3b D3v3lopm3nt,"node.Js,  react ",943f96f6-cb48-33ae-8204-f1f5d0c28c83,"blender, HTML,  penetration testing",0
"This task involves designing a data science app. Skills needed: scikit-learn, python, NumPy, SQL.",D@t@ Science,"scikit-learn, python, NumPy, SQL",356825ad-d787-3af9-2dd8-5ae09047bce9,"SIEM,  FIREWALLS , aws ",0
" THIS TASK INVOLVES IMPROVING A DEVOPS APP. SKILLS NEEDED: KUBERNETES, DOCK3R, AWS . ", DEVOPS ,"kubernetes, dock3r, aws ",f466aec2-fdd5-e11c-d15c-6790d4479089,"ENCRYPTION, blender, Unity,  PENETRATION TESTING",0
"This task involves designing a data science app. Skills needed: PANDAS, python.",Data Sci3nc3,"PANDAS, python",bedd901d-90c9-0788-b1a1-0ea0dd586b70,"n3tworking, scikit-learn, SQL, BLENDER",0
"This task involves improving a cybersecurity app. Skills needed:  P3N3TRATION T3STING, EncryptioN, firew@lls.",Cybersecurity," P3N3TRATION T3STING, EncryptioN, firew@lls",19285c35-8a2f-0298-bc68-3707fa4a9981," penetration testing,  Flutter  , REACT NATIVE, CSS",0
"This task involves developing a data science app. Skills needed: python, scikit-learn, p@nd@s, NumPy.",D@T@ SCIENCE,"python, scikit-learn, p@nd@s, NumPy",d75477d6-1cdf-c60f-1c73-b76bb4623ab4,"Unreal Engine,  SCIKIT-L3ARN , firewalls",0
"This task involv3s d3v3loping a d3vops app. Skills n33d3d: dock3r,  AWS  .",DevOps,"dock3r,  AWS  ",2f7d2288-182f-da18-8335-351173d9516a,"PYTHON, nod3.Js, KUB3RN3T3S,  CI/CD , Swift",0
"This task involv3s d3v3loping a w3b d3v3lopm3nt app. Skills n33d3d: Css,  nod3.Js , J@V@SCRIPT,  r3act .", Web Development ,"Css,  node.Js , J@V@SCRIPT,  react ",56f6431e-9561-ef1e-b146-d9bce48b0e5c,"html,  UNITY , r3@ct n@tiv3",0
" THIS TASK INVOLV3S IMPROVING A MOBIL3 D3V3LOPM3NT APP. SKILLS N33D3D:  J@V@ ,  KOTLIN, FLUTT3R , SWIFT. ",Mobile Development," J@V@ ,  kotlin, Flutter , SWIFT",850619df-2925-28ac-b196-a2dc95dbf142," HTML , SCIKIT-LEARN, sql",0
"THIS TASK INVOLVES DEVELOPING A DATA SCIENCE APP. SKILLS NEEDED: PANDAS, SCIKIT-L3@RN, NUMPY.", Data Sci3nc3 ,"pandas, scikit-l3@rn, NUMPY",572aa20b-7cfd-b60b-68e5-0d08bdd074b5,"JAVA, javaScript, Swift",0
"This task involves developing a cybersecurity app. Skills needed: networking, SIEM.",Cybersecurity,"networking, SIEM",9972b7a3-4541-9c52-4f34-f265504a5cc2,"UNITY, Swift, FLUTT3R ",0
" This task involves designing a mobile development app. Skills needed:  Flutter  , react native,  kotlin, J@v@. ",Mobile Development," Flutter  , react native,  kotlin, J@v@",6585472b-fbad-7e57-705a-8e14bbc85892,"javaScript,  Unity , CI/CD",0
" This task involv3s improving a data sci3nc3 app. Skills n33d3d: scikit-l3arn, NumPy. ",Data Sci3nc3,"scikit-learn, NumPy",6fc368ec-4120-2ff5-5435-866107256f23,"Flutter , JAVA,  penetr@tion testing, CSS, c++",0
"THIS T@SK INVOLVES IMPROVING @ CYBERSECURITY @PP. SKILLS NEEDED: SIEM,  N3TWORKING , ENCRYPTION.", Cyb3rs3curity ,"SIEM,  n3tworking , EncryptioN",3ae82599-1d8a-7dc2-7d21-88ccf38044b8," Unity , aws , Unre@l Engine",0
"This t@sk involv3s d3v3loping @ cyb3rs3curity @pp. Skills n33d3d: SIEM,  n3tworking .",CYB3RS3CURITY,"SIEM,  networking ",66e73d6b-cd78-c3bd-d59b-eb2174c4f721,"PANDAS, Unre@l Engine, NumPy, html",0
"This task involves testing a game development app. Skills needed: C++,  Unity .",Gam3 D3v3lopm3nt,"C++,  Unity ",c9be4f4c-1fe1-a425-3f2c-42f7baca94db,"python,  CI/CD , SIEM, CSS, NUMPY",0
"THIS TASK INVOLVES TESTING A GAME DEVELOPMENT APP. SKILLS NEEDED: C++,  C# , UNITY.",G@ME DEVELOPMENT,"c++,  C# , Unity",1e847a86-737b-1a27-befb-412e7dd5d7f2,"UNRE@L ENGINE, Unity,  SIEM , html",0
"This t@sk involv3s improving @ mobil3 d3v3lopm3nt @pp. Skills n33d3d:  J@v@ , Flutt3r .",MOBILE DEVELOPMENT," Java , Flutt3r ",ae13c81a-75c8-1f8e-36fb-1e882b52fbe5," python , aws , Css, BLENDER, j@v@Script",0
"This task involves designing a data science app. Skills needed:  p@nd@s , python.",Data Science," p@nd@s , python",5c555301-58ab-563c-24f0-9bf22f52a3e8,"c++,   t3rraform , JAVASCRIPT",0
" This t@sk involves designing @ g@me development @pp. Skills needed: C++, UNITY. ",GAME DEVELOPMENT,"C++, UNITY",863652f9-fe17-a61d-48ac-3a02615d4750,"Flutter , C#, sql, Java",0
"THIS TASK INVOLV3S D3SIGNING A DATA SCI3NC3 APP. SKILLS N33D3D:  PYTHON , SCIKIT-LE@RN, NUMPY.",DATA SCI3NC3," python , SCIKIT-LE@RN, NumPy",1d62cf74-19e0-6be7-f6f1-96d80445fb1e,"NumPy,  Flutter  , r3act nativ3, fir3walls",0
"This task involves testing a cybersecurity app. Skills needed: SIEM,  EncryptioN , firew@lls,  penetration testing.",CYB3RS3CURITY,"SIEM,  EncryptioN , firew@lls,  penetration testing",70461138-bc45-29ca-9d2c-30a071b84b6c,"Css, CI/CD, C++,  Java ",0
"This task involv3s d3v3loping a cyb3rs3curity app. Skills n33d3d: n3tworking, SIEM.", Cybersecurity ,"networking, SIEM",e042604d-1a2d-20da-22f6-0b90815ac407,"firewalls, docker,  KOTLIN",0
"This task involv3s t3sting a d3vops app. Skills n33d3d:  t3rraform, dock3r, kub3rn3t3s,  @ws  .", DEVOPS ," t3rraform, docker, kubernetes,  @ws  ",b384f89c-6b73-1fae-bf2d-bcf82cef526b,"SIEM,  nod3.Js , FIREWALLS",0
"THIS TASK INVOLVES TESTING A DEVOPS APP. SKILLS NEEDED: AWS , CI/CD.",DevOps,"AWS , CI/CD",6b57e961-5721-d394-5279-5cbbf4908fce,"FIREWALLS, python, JAVA",0
"This task involves designing a web development app. Skills needed: react,  JAVASCRIPT ,  html ,  CSS .",WEB DEVELOPMENT,"react,  JAVASCRIPT ,  html ,  CSS ",d8e6cb78-5e77-aab4-f89e-ee385558795b," blender ,  penetration testing,  UNITY ",0
"This task involves designing a mobile development app. Skills needed:  kotlin, re@ct n@tive.", MOBILE DEVELOPMENT ," kotlin, re@ct n@tive",2050987f-ef6c-13d6-b5bf-8e563f2fddce,"re@ct n@tive, sql,  terraform",0
"THIS TASK INVOLVES TESTING A MOBILE DEVELOPMENT APP. SKILLS NEEDED: SWIFT, RE@CT N@TIVE.",Mobile Development,"Swift, re@ct n@tive",59e1c5ee-c938-5799-1b31-f0fcf51d8175,"J@v@, javaScript, @ws , SIEM",0
"This t@sk involv3s d3signing @ d3vops @pp. Skills n33d3d:  t3rr@form, kub3rn3t3s.",D3vOps," terraform, kubernetes",8aaa2df9-2572-2a18-3ae8-5f8761d713f4,"UNITY,  kotlin, FIR3WALLS,  C# , C++",0
"This task involv3s t3sting a d3vops app. Skills n33d3d:  t3rraform,  CI/CD .",DevOps," t3rraform,  CI/CD ",df88f372-b09d-8ee4-0d46-0e89a9acfe13,"Unity, blender, Java",0
"This task involv3s t3sting a w3b d3v3lopm3nt app. Skills n33d3d: NODE.JS,  r3act , html.",Web Development,"NODE.JS,  react , html",36bbe054-a323-5c93-3b3a-49140acbab32," CI/CD , NumPy, sql, Unreal Engine",0
"This t@sk involves designing @ cybersecurity @pp. Skills needed: networking, firew@lls, SIEM, ENCRYPTION.", Cybersecurity ,"networking, firewalls, SIEM, ENCRYPTION",bc80ded3-147f-8ab0-6c1e-323699a210cb," ENCRYPTION , n3tworking, CSS,  terraform, kubernetes",1
"THIS TASK INVOLVES DEVELOPING A CYBERSECURITY APP. SKILLS NEEDED: ENCRYPTION, SIEM,  P3N3TRATION T3STING.", Cyb3rs3curity ,"EncryptioN, SIEM,  p3n3tration t3sting",1bf735b8-b461-ff7b-0abd-65643e4f4d7c,"r3act,  SIEM , aws ,  NumPy ,  REACT NATIVE ",0
"This t@sk involves designing @ g@me development @pp. Skills needed: UNITY, C#, blender.",G@me Development,"UNITY, C#, blender",ffb59a6d-503d-9ab7-3d2d-b914dfbe71a2,"HTML, NumPy, SIEM,   KOTLIN , BLENDER",0
"THIS T@SK INVOLVES DEVELOPING @ G@ME DEVELOPMENT @PP. SKILLS NEEDED: BL3ND3R, C++.",GAME DEVELOPMENT,"BL3ND3R, c++",c64c979a-3ac2-985a-2b30-d9dc3a324425," firewalls , react, blender,  Unity , c++",1
" This task involves improving a mobile development app. Skills needed: FLUTTER ,  JAVA ,  Swift . ",MOBILE DEVELOPMENT,"FLUTTER ,  JAVA ,  Swift ",030beaca-d3c6-24ab-1d6d-e80fb8f88d7c,"python, firewalls, sql, dock3r",0
"This t@sk involv3s t3sting @ w3b d3v3lopm3nt @pp. Skills n33d3d: nod3.Js, r3@ct, j@v@Script.",Web Development,"node.Js, r3act, javaScript",8738d695-90fa-3bfc-fd9e-b11df1a5b6ea,"P@ND@S, Unre@l Engine, python",0
"This task involves improving a cybersecurity app. Skills needed: SIEM,  PENETR@TION TESTING,  networking .",Cybersecurity,"SIEM,  PENETR@TION TESTING,  networking ",78120eef-9f83-9852-c170-08fada3ca6d2,"JAVASCRIPT, ENCRYPTION,  kotlin, C#, nod3.Js",0
"This task involves testing a game development app. Skills needed: c++, Unity, C#, Unreal Engine.",G@me Development,"c++, Unity, C#, Unreal Engine",461b1070-06bb-a267-c5dd-93f03e20b44f,"SWIFT, re@ct, blender",0
"THIS TASK INVOLV3S D3V3LOPING A DATA SCI3NC3 APP. SKILLS N33D3D: SQL,  NUMPY , PYTHON, SCIKIT-L3ARN.", Data Science ,"SQL,  NumPy , PYTHON, scikit-learn",840ad057-92eb-649d-5398-5f07e703a3a3,"kubernetes, SCIKIT-LEARN, SIEM,  kotlin",0
"This task involv3s d3v3loping a mobil3 d3v3lopm3nt app. Skills n33d3d:  kotlin, Flutt3r , r3act nativ3.",Mobile Development," kotlin, Flutter , react native",95268aea-731e-cff6-4a70-b8c65274cefe,"Css, J@V@SCRIPT, EncryptioN,  NumPy , BL3ND3R",0
"This task involv3s t3sting a cyb3rs3curity app. Skills n33d3d: NETWORKING, EncryptioN.",Cyb3rs3curity,"NETWORKING, EncryptioN",e49ad32c-ab85-4750-4823-d0a6a7a14ca0," P3N3TRATION T3STING,  EncryptioN , CI/CD,  react native , firewalls",0
" THIS T@SK INVOLVES IMPROVING @ WEB DEVELOPMENT @PP. SKILLS NEEDED: RE@CT, CSS, NODE.JS. ",Web Development,"re@ct, Css, node.Js",419d4786-cc85-26ff-55cd-fe3f2a4294c4,"docker, re@ct n@tive, pandas,  CSS , C#",0
" This task involves improving a mobile development app. Skills needed: J@v@,  kotlin, Flutter ,  react native . ",Mobil3 D3v3lopm3nt,"J@v@,  kotlin, Flutter ,  react native ",5052866b-8724-713a-a8d2-03f30f7f180d,"C#, r3@ct, node.Js,  scikit-learn ,   kotlin ",0
"This task involves testing a game development app. Skills needed:  Unreal Engine , c++,  Unity ,  C# .", G@ME DEVELOPMENT ," Unreal Engine , c++,  Unity ,  C# ",def9f187-abdf-f84e-20ac-12fe2b4dcecf,"aws , python, UNREAL ENGINE, Unity, NumPy",1
"THIS TASK INVOLVES IMPROVING A CYBERSECURITY APP. SKILLS NEEDED: NETWORKING, FIR3WALLS,   PENETR@TION TESTING .",Cybersecurity,"networking, fir3walls,   penetr@tion testing ",4b9ea0ca-406c-d051-08f6-5ba18de3084d,"CI/CD, scikit-le@rn, javaScript,   T3RRAFORM , sql",0
"This task involves designing a game development app. Skills needed: UNRE@L ENGINE, c++.",Game Development,"UNRE@L ENGINE, c++",671a4916-f933-f8bd-d2c5-8134086a1d68,"@ws ,   kotlin , python,  Unr3al Engin3 ",0
"This task involves improving a cybersecurity app. Skills needed:  NETWORKING , EncryptioN, SIEM.",Cyb3rs3curity," NETWORKING , EncryptioN, SIEM",1faf4b4b-b31a-6c6f-a44f-41ffeeb5fe15,"Swift,  t3rraform, NODE.JS, NUMPY, networking",0
